movieId,title,genres
1858,All the King's Men (1949),Drama
1859,"Greatest Show on Earth, The (1952)",Drama
1860,From Here to Eternity (1953),Drama|Romance|War
1861,On the Waterfront (1954),Crime|Drama
1862,Marty (1955),Drama|Romance
1863,West Side Story (1961),Drama|Musical|Romance
1864,Tom Jones (1963),Adventure|Comedy|Romance
1865,"Man for All Seasons, A (1966)",Drama
1866,In the Heat of the Night (1967),Drama|Mystery
1867,Oliver! (1968),Drama|Musical
1868,Midnight Cowboy (1969),Drama
1869,"French Connection, The (1971)",Action|Crime|Thriller
1870,Rocky (1976),Drama
1871,Kramer vs. Kramer (1979),Drama
1872,Ordinary People (1980),Drama
1873,Chariots of Fire (1981),Drama
1874,Terms of Endearment (1983),Comedy|Drama
1875,Out of Africa (1985),Drama|Romance
1876,"Last Emperor, The (1987)",Drama
1877,Rain Man (1988),Drama
1878,Driving Miss Daisy (1989),Drama
1879,Take the Money and Run (1969),Comedy|Crime
1880,Klute (1971),Drama|Mystery
1881,Repo Man (1984),Comedy|Sci-Fi
1882,Metropolitan (1990),Comedy
1883,Labyrinth (1986),Adventure|Fantasy|Musical
1884,"Breakfast Club, The (1985)",Comedy|Drama
1885,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1886,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1887,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1888,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1889,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1890,Friday the 13th (1980),Horror|Mystery|Thriller
1891,Friday the 13th Part 2 (1981),Horror
1892,Friday the 13th Part 3: 3D (1982),Horror
1893,Friday the 13th Part IV: The Final Chapter (1984),Horror
1894,Friday the 13th Part V: A New Beginning (1985),Horror
1895,Friday the 13th Part VI: Jason Lives (1986),Horror
1896,Friday the 13th Part VII: The New Blood (1988),Horror
1897,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1898,Halloween (1978),Horror
1899,Halloween II (1981),Horror
1900,Halloween III: Season of the Witch (1982),Horror
1901,Halloween 4: The Return of Michael Myers (1988),Horror
1902,Halloween 5: The Revenge of Michael Myers (1989),Horror
1903,Prom Night (1980),Horror
1904,Hello Mary Lou: Prom Night II (1987),Horror
1905,Prom Night III: The Last Kiss (1989),Horror
1906,Prom Night IV: Deliver Us From Evil (1992),Horror
1907,Child's Play (1988),Horror|Thriller
1908,Child's Play 2 (1990),Horror|Thriller
1909,Child's Play 3 (1991),Comedy|Horror|Thriller
1910,Poltergeist (1982),Horror|Thriller
1911,Poltergeist II: The Other Side (1986),Horror|Thriller
1912,Poltergeist III (1988),Horror|Thriller
1913,"Exorcist, The (1973)",Horror|Mystery
1914,Exorcist II: The Heretic (1977),Horror
1915,"Exorcist III, The (1990)",Horror
1916,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1917,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1918,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1919,Gremlins (1984),Comedy|Horror
1920,Gremlins 2: The New Batch (1990),Comedy|Horror
1921,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1922,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1923,Polish Wedding (1998),Comedy
1924,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir
1925,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1926,Metropolis (1927),Drama|Sci-Fi
1927,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1928,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1929,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1930,Freaky Friday (1977),Children|Comedy|Fantasy
1931,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1932,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
1933,Babes in Toyland (1961),Children|Fantasy|Musical
1934,Bambi (1942),Animation|Children|Drama
1935,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1936,Dangerous Liaisons (1988),Drama|Romance
1937,Dune (1984),Adventure|Sci-Fi
1938,"Last Temptation of Christ, The (1988)",Drama
1939,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1940,"Rapture, The (1991)",Drama|Mystery
1941,Lolita (1997),Drama|Romance
1942,Disturbing Behavior (1998),Horror|Thriller
1943,Jane Austen's Mafia! (1998),Comedy|Crime
1944,Saving Private Ryan (1998),Action|Drama|War
1945,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1946,East Palace West Palace (Dong gong xi gong) (1997),Drama
1947,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy
1948,"Barefoot Executive, The (1971)",Children|Comedy
1949,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1950,"Black Hole, The (1979)",Children|Sci-Fi
1951,Blackbeard's Ghost (1968),Children|Comedy
1952,Blank Check (1994),Children|Comedy
1953,Candleshoe (1977),Adventure|Children|Comedy
1954,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1955,Cheetah (1989),Adventure|Children
1956,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
1957,Condorman (1981),Action|Adventure|Children|Comedy
1958,D2: The Mighty Ducks (1994),Children|Comedy
1959,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
1960,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
1961,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
1962,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1963,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical
1964,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1965,"Happiest Millionaire, The (1967)",Comedy|Musical
1966,Herbie Goes Bananas (1980),Adventure|Children|Comedy
1967,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
1968,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1969,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1970,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1971,Hot Lead and Cold Feet (1978),Action|Comedy|Western
1972,In Search of the Castaways (1962),Adventure|Children
1973,"Incredible Journey, The (1963)",Adventure|Children
1974,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1975,"Parent Trap, The (1998)",Children|Comedy|Romance
1976,BASEketball (1998),Comedy
1977,Full Tilt Boogie (1997),Documentary
1978,"Governess, The (1998)",Drama|Romance
1979,"Seventh Heaven (Septiﾃｨme ciel, Le) (1997)",Drama|Romance
1980,Roger & Me (1989),Documentary
1981,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1982,Out of the Past (1947),Film-Noir
1983,Doctor Zhivago (1965),Drama|Romance|War
1984,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1985,"Trip to Bountiful, The (1985)",Drama
1986,Tender Mercies (1983),Drama|Romance|Western
1987,And the Band Played On (1993),Drama
1988,"'burbs, The (1989)",Comedy
1989,Fandango (1985),Comedy
1990,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
1991,Mephisto (1981),Drama|War
1992,Blue Velvet (1986),Drama|Mystery|Thriller
1993,"Journey of Natty Gann, The (1985)",Adventure|Children
1994,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1995,Kidnapped (1960),Adventure|Children|Drama
1996,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1997,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1998,"Mighty Ducks, The (1992)",Children|Comedy
1999,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
2000,Newsies (1992),Children|Musical
2001,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
2002,One Magic Christmas (1985),Drama|Fantasy
2003,Peter Pan (1953),Animation|Children|Fantasy|Musical
2004,Popeye (1980),Adventure|Comedy|Musical
2005,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
2006,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2007,Return from Witch Mountain (1978),Children|Sci-Fi
2008,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
2009,Return to Oz (1985),Adventure|Children|Fantasy
2010,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2011,"Shaggy D.A., The (1976)",Children|Comedy
2012,Sleeping Beauty (1959),Animation|Children|Musical
2013,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
2014,Son of Flubber (1963),Children|Comedy
2015,Song of the South (1946),Adventure|Animation|Children|Musical
2016,Splash (1984),Comedy|Fantasy|Romance
2017,Squanto: A Warrior's Tale (1994),Adventure|Drama
2018,Steamboat Willie (1928),Animation|Children|Comedy|Musical
2019,Tall Tale (1995),Adventure|Children|Fantasy|Western
2020,Tex (1982),Drama
2021,Tron (1982),Action|Adventure|Sci-Fi
2022,Swing Kids (1993),Drama|War
2023,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
2024,L.A. Story (1991),Comedy|Romance
2025,"Jerk, The (1979)",Comedy
2026,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2027,"Man with Two Brains, The (1983)",Comedy
2028,Grand Canyon (1991),Crime|Drama
2029,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller
2030,"Outsiders, The (1983)",Drama
2031,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2032,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
2033,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
2034,"Dead Zone, The (1983)",Thriller
2035,Maximum Overdrive (1986),Horror
2036,Needful Things (1993),Drama|Horror
2037,Cujo (1983),Horror|Thriller
2038,Children of the Corn (1984),Horror|Thriller
2039,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
2040,"Addams Family, The (1991)",Children|Comedy|Fantasy
2041,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
2042,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2043,"First Love, Last Rites (1997)",Drama|Romance
2044,Safe Men (1998),Comedy
2045,"Saltmen of Tibet, The (Salzmﾃ､nner von Tibet, Die) (1997)",Documentary
2046,Atlantic City (1980),Crime|Drama|Romance
2047,Autumn Sonata (Hﾃｶstsonaten) (1978),Drama
2048,Who's Afraid of Virginia Woolf? (1966),Drama
2049,Adventures in Babysitting (1987),Adventure|Comedy
2050,Weird Science (1985),Comedy|Fantasy|Sci-Fi
2051,Doctor Dolittle (1967),Adventure|Children|Musical
2052,"Nutty Professor, The (1963)",Comedy|Sci-Fi
2053,Charlotte's Web (1973),Animation|Children
2054,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
2055,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2056,"Dark Crystal, The (1982)",Adventure|Fantasy
2057,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
2058,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
2059,Legend (1985),Adventure|Fantasy|Romance
2060,Sixteen Candles (1984),Comedy|Romance
2061,Pretty in Pink (1986),Comedy|Drama|Romance
2062,St. Elmo's Fire (1985),Drama|Romance
2063,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
2064,House (1986),Comedy|Fantasy|Horror
2065,House II: The Second Story (1987),Comedy|Fantasy|Horror
2066,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2067,"Gods Must Be Crazy II, The (1989)",Comedy
2068,Air Bud: Golden Receiver (1998),Children|Comedy
2069,"Avengers, The (1998)",Action|Adventure
2070,How Stella Got Her Groove Back (1998),Drama|Romance
2071,"Slums of Beverly Hills, The (1998)",Comedy|Drama
2072,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance
2073,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)",Romance
2074,"Henry: Portrait of a Serial Killer, Part 2 (1998)",Crime|Horror
2075,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
2076,Rosemary's Baby (1968),Drama|Horror|Thriller
2077,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2078,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
2079,Attack of the Killer Tomatoes! (1978),Comedy|Horror
2080,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
2081,Your Friends and Neighbors (1998),Comedy|Drama
2082,Return to Paradise (1998),Crime|Drama|Romance|Thriller
2083,Blade (1998),Action|Horror|Thriller
2084,Dance with Me (1998),Drama|Romance
2085,Dead Man on Campus (1998),Comedy
2086,Wrongfully Accused (1998),Action|Comedy
2087,Next Stop Wonderland (1998),Comedy|Drama|Romance
2088,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama
2089,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
2090,Beetlejuice (1988),Comedy|Fantasy
2091,Dﾃｩjﾃ_ Vu (1997),Drama|Romance
2092,Rope (1948),Crime|Drama|Thriller
2093,Family Plot (1976),Comedy|Thriller
2094,Frenzy (1972),Thriller
2095,Topaz (1969),Thriller
2096,Torn Curtain (1966),Thriller
2097,Marnie (1964),Drama|Mystery|Romance|Thriller
2098,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2099,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
2100,"Trouble with Harry, The (1955)",Comedy|Mystery
2101,I Confess (1953),Thriller
2102,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2103,Stage Fright (1950),Mystery|Romance|Thriller
2104,54 (1998),Drama
2105,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi
2106,Why Do Fools Fall In Love? (1998),Drama
2107,"Merry War, A (1997)",Comedy
2108,See the Sea (1997),Thriller
2109,Willow (1988),Action|Adventure|Fantasy
2110,"Untouchables, The (1987)",Action|Crime|Drama
2111,Dirty Work (1998),Comedy
2112,Knock Off (1998),Action
2113,Firelight (1997),Drama
2114,Modulations (1998),Documentary
2115,Phoenix (1998),Crime|Drama
2116,Under Capricorn (1949),Drama
2117,"Paradine Case, The (1947)",Drama
2118,Lifeboat (1944),Drama|War
2119,Shadow of a Doubt (1943),Crime|Drama|Thriller
2120,Saboteur (1942),Mystery|Thriller
2121,Mr. & Mrs. Smith (1941),Comedy|Romance
2122,Suspicion (1941),Film-Noir|Mystery|Thriller
2123,Jamaica Inn (1939),Drama
2124,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
2125,Young and Innocent (1937),Crime|Thriller
2126,Sabotage (1936),Thriller
2127,Secret Agent (1936),Thriller
2128,"Man Who Knew Too Much, The (1934)",Drama|Thriller
2129,Waltzes from Vienna (1933),Comedy|Musical
2130,Number Seventeen (a.k.a. Number 17) (1932),Thriller
2131,Rich and Strange (1931),Comedy|Romance
2132,"Skin Game, The (1931)",Drama
2133,Elstree Calling (1930),Comedy|Musical
2134,Juno and the Paycock (1930),Drama
2135,Murder! (1930),Mystery|Thriller
2136,"Manxman, The (1929)",Drama
2137,Blackmail (1929),Drama|Thriller
2138,Champagne (1928),Comedy
2139,"Farmer's Wife, The (1928)",Comedy
2140,Downhill (1927),Drama
2141,Easy Virtue (1928),Drama
2142,"Ring, The (1927)",Drama
2143,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
2144,"Pleasure Garden, The (1925)",Drama
2145,Always Tell Your Wife (1914),Comedy
2146,Rounders (1998),Drama
2147,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2148,Digging to China (1998),Drama
2149,Let's Talk About Sex (1998),Drama
2150,One Man's Hero (1999),Drama|War
2151,Simon Birch (1998),Drama
2152,Without Limits (1998),Drama
2153,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
2154,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2155,My Bodyguard (1980),Drama
2156,Class (1983),Comedy
2157,"Grandview, U.S.A. (1984)",Drama
2158,Broadcast News (1987),Comedy|Drama|Romance
2159,"Allnighter, The (1987)",Comedy|Romance
2160,Working Girl (1988),Comedy|Drama|Romance
2161,Stars and Bars (1988),Action|Comedy|Romance
2162,Married to the Mob (1988),Comedy
2163,Say Anything... (1989),Comedy|Drama|Romance
2164,My Blue Heaven (1990),Comedy
2165,Men Don't Leave (1990),Drama
2166,"Cabinet of Dr. Ramirez, The (1991)",Comedy
2167,Hero (1992),Comedy|Drama
2168,Toys (1992),Comedy|Fantasy
2169,Choices (1981),Drama
2170,Young Doctors in Love (1982),Comedy
2171,Parasite (1982),Horror|Sci-Fi
2172,No Small Affair (1984),Comedy|Romance
2173,"Master, The (1984)",Action
2174,Blame It on Rio (1984),Comedy|Romance
2175,Wisdom (1986),Crime|Drama
2176,One Crazy Summer (1986),Comedy
2177,About Last Night... (1986),Comedy|Drama|Romance
2178,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
2179,We're No Angels (1989),Comedy|Crime
2180,Nothing But Trouble (1991),Adventure|Comedy
2181,"Butcher's Wife, The (1991)",Comedy|Romance
2182,Mortal Thoughts (1991),Mystery|Thriller
2183,"Few Good Men, A (1992)",Crime|Drama|Thriller
2184,Indecent Proposal (1993),Drama|Romance
2185,"Century of Cinema, A (1994)",Documentary
2186,Permanent Midnight (1998),Drama
2187,One True Thing (1998),Drama
2188,Rush Hour (1998),Action|Comedy|Crime|Thriller
2189,Lilian's Story (1995),Drama
2190,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2191,"Soldier's Daughter Never Cries, A (1998)",Drama
2192,Somewhere in the City (1998),Comedy|Drama
2193,Ronin (1998),Action|Crime|Thriller
2194,Urban Legend (1998),Horror|Thriller
2195,Clay Pigeons (1998),Crime
2196,Monument Ave. (1998),Action|Crime|Drama
2197,Pecker (1998),Comedy|Drama
2198,"Sheltering Sky, The (1990)",Drama
2199,Bandit Queen (1994),Drama
2200,If.... (1968),Drama
2201,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
2202,Them! (1954),Horror|Sci-Fi|Thriller
2203,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2204,"Player, The (1992)",Comedy|Crime|Drama
2205,Stardust Memories (1980),Comedy|Drama
2206,Edward Scissorhands (1990),Drama|Fantasy|Romance
2207,Overnight Delivery (1998),Comedy|Romance
2208,Shadrach (1998),Drama
2209,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2210,"Impostors, The (1998)",Comedy
2211,"Night at the Roxbury, A (1998)",Comedy
2212,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2213,Strangeland (1998),Thriller
2214,"Battle of the Sexes, The (1959)",Comedy
2215,"Producers, The (1968)",Comedy
2216,History of the World: Part I (1981),Comedy|Musical
2217,My Cousin Vinny (1992),Comedy
2218,Nashville (1975),Drama|Musical
2219,Love Is the Devil (1998),Drama
2220,Slam (1998),Drama
2221,Holy Man (1998),Comedy
2222,One Tough Cop (1998),Action|Crime
2223,Detroit 9000 (1973),Action|Crime
2224,"Inheritors, The (Siebtelbauern, Die) (1998)",Drama|Mystery
2225,"Mighty, The (1998)",Drama
2226,2010: The Year We Make Contact (1984),Sci-Fi
2227,Children of a Lesser God (1986),Drama
2228,"Elephant Man, The (1980)",Drama
2229,Beloved (1998),Drama
2230,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
2231,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
2232,"Alarmist, The (a.k.a. Life During Wartime) (1997)",Comedy
2233,Happiness (1998),Comedy|Drama
2234,Reach the Rock (1998),Comedy|Drama
2235,Apt Pupil (1998),Drama|Thriller
2236,Pleasantville (1998),Comedy|Drama|Fantasy
2237,Soldier (1998),Action|Sci-Fi|War
2238,"Cruise, The (1998)",Documentary
2239,Life Is Beautiful (La Vita ﾃｨ bella) (1997),Comedy|Drama|Romance|War
2240,Orgazmo (1997),Comedy
2241,Shattered Image (1998),Drama|Thriller
2242,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
2243,Vampires (1998),Horror|Western
2244,American History X (1998),Crime|Drama
2245,Hands on a Hard Body (1996),Comedy|Documentary
2246,Living Out Loud (1998),Comedy|Drama|Romance
2247,Belly (1998),Crime|Drama
2248,Gods and Monsters (1998),Drama
2249,"Siege, The (1998)",Action|Thriller
2250,"Waterboy, The (1998)",Comedy
2251,Elizabeth (1998),Drama
2252,Velvet Goldmine (1998),Drama
2253,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2254,I'll Be Home For Christmas (1998),Comedy|Romance
2255,Meet Joe Black (1998),Romance
2256,Dancing at Lughnasa (1998),Drama
2257,Hard Core Logo (1996),Comedy|Drama
2258,"Naked Man, The (1998)",Drama
2259,Runaway Train (1985),Action|Adventure|Drama|Thriller
2260,Desert Bloom (1986),Drama
2261,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
2262,"Pope of Greenwich Village, The (1984)",Drama
2263,Sid and Nancy (1986),Drama
2264,Mona Lisa (1986),Comedy|Thriller
2265,Heart Condition (1990),Comedy
2266,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
2267,"Big Chill, The (1983)",Comedy|Drama
2268,Enemy of the State (1998),Action|Thriller
2269,"Rugrats Movie, The (1998)",Animation|Children|Comedy
2270,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2271,Celebrity (1998),Comedy
2272,Central Station (Central do Brasil) (1998),Drama
2273,Savior (1998),Drama|War
2274,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2275,"Celebration, The (Festen) (1998)",Drama
2276,Pink Flamingos (1972),Comedy
2277,Glen or Glenda (1953),Drama
2278,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
2279,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
2280,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2281,King Kong (1933),Action|Adventure|Fantasy|Horror
2282,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
2283,King Kong Lives (1986),Adventure|Sci-Fi
2284,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2285,"Emerald Forest, The (1985)",Action|Adventure|Drama
2286,Fletch (1985),Comedy|Crime|Mystery
2287,Fletch Lives (1989),Comedy
2288,Red Sonja (1985),Action|Adventure|Fantasy
2289,Gung Ho (1986),Comedy|Drama
2290,"Money Pit, The (1986)",Comedy
2291,"View to a Kill, A (1985)",Action|Adventure|Thriller
2292,Lifeforce (1985),Horror|Sci-Fi
2293,Police Academy (1984),Comedy|Crime
2294,Police Academy 2: Their First Assignment (1985),Comedy|Crime
2295,Police Academy 3: Back in Training (1986),Comedy|Crime
2296,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
2297,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
2298,Police Academy 6: City Under Siege (1989),Comedy|Crime
2299,Babe: Pig in the City (1998),Adventure|Children|Drama
2300,Home Fries (1998),Comedy|Romance
2301,Jerry Springer: Ringmaster (1998),Comedy|Drama
2302,Very Bad Things (1998),Comedy|Crime
2303,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
2304,Psycho (1998),Crime|Horror|Thriller
2305,Little Voice (1998),Comedy
2306,"Simple Plan, A (1998)",Crime|Drama|Thriller
2307,Jack Frost (1998),Children|Comedy|Drama
2308,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2309,"Prince of Egypt, The (1998)",Animation|Musical
2310,Rushmore (1998),Comedy|Drama
2311,Shakespeare in Love (1998),Comedy|Drama|Romance
2312,Mass Appeal (1984),Drama
2313,Miracle on 34th Street (1947),Comedy|Drama
2314,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
2315,Prancer (1989),Children|Drama|Fantasy
2316,Pale Rider (1985),Western
2317,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
2318,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
2319,Rambo III (1988),Action|Adventure|Thriller|War
2320,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2321,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2322,Cocoon (1985),Comedy|Sci-Fi
2323,Cocoon: The Return (1988),Comedy|Sci-Fi
2324,Rocky II (1979),Action|Drama
2325,Rocky III (1982),Action|Drama
2326,Rocky IV (1985),Action|Drama
2327,Rocky V (1990),Action|Drama
2328,Clue (1985),Comedy|Crime|Mystery|Thriller
2329,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
2330,Violets Are Blue... (1986),Drama|Romance
2331,Back to School (1986),Comedy
2332,Heartburn (1986),Comedy|Drama
2333,Nothing in Common (1986),Comedy
2334,Extremities (1986),Drama|Thriller
2335,"Karate Kid, The (1984)",Drama
2336,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2337,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2338,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2339,You've Got Mail (1998),Comedy|Romance
2340,"General, The (1998)",Crime
2341,"Theory of Flight, The (1998)",Comedy|Drama|Romance
2342,"Thin Red Line, The (1998)",Action|Drama|War
2343,"Faculty, The (1998)",Horror|Sci-Fi
2344,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
2345,Mighty Joe Young (1949),Adventure|Children|Drama
2346,Patch Adams (1998),Comedy|Drama
2347,Stepmom (1998),Drama
2348,"Civil Action, A (1998)",Drama
2349,Down in the Delta (1998),Drama
2350,Hurlyburly (1998),Drama
2351,Tea with Mussolini (1999),Comedy|Drama|War
2352,Wilde (1997),Drama
2353,Outside Ozona (1998),Comedy|Drama|Thriller
2354,Affliction (1997),Drama
2355,Another Day in Paradise (1998),Drama
2356,"Hi-Lo Country, The (1998)",Drama|Romance|Western
2357,Hilary and Jackie (1998),Drama
2358,Playing by Heart (1998),Drama|Romance
2359,24 7: Twenty Four Seven (1997),Comedy|Drama
2360,At First Sight (1999),Drama
2361,In Dreams (1999),Horror|Thriller
2362,Varsity Blues (1999),Comedy|Drama
2363,Virus (1999),Horror|Sci-Fi
2364,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
2365,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2366,"Gate, The (1987)",Horror
2367,"Gate II: Trespassers, The (1990)",Horror
2368,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2369,"Fly, The (1958)",Horror|Mystery|Sci-Fi
2370,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2371,"Fly II, The (1989)",Horror|Sci-Fi
2372,Running Scared (1986),Action|Comedy
2373,Armed and Dangerous (1986),Comedy|Crime
2374,"Texas Chainsaw Massacre, The (1974)",Horror
2375,"Texas Chainsaw Massacre 2, The (1986)",Horror
2376,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
2377,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
2378,Ruthless People (1986),Comedy
2379,Trick or Treat (1986),Horror
2380,Deadly Friend (1986),Horror
2381,Belizaire the Cajun (1986),Drama
2382,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2383,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
